access,aerialway,aeroway,amenity,area,barrier,bicycle,boundary,brand,bridge,building,covered,culvert,cutting,disused,embankment,foot,harbour,highway,historic,horse,index,junction,landuse,latitud,layer,leisure,lock,longitud,man_made,military,motorcar,name,natural,oneway,operator,osm_id,place,population,power,railway,ref,religion,route,service,shop,sport,surface,tags,toll,tourism,tower:type,tracktype,tunnel,water,waterway,way_area,wetland,width,wood,x,y,z_order
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2784975.1642784663,820869.3244937939,
,,,,,,,,,,,,,,,,,,secondary,,,2.0,,,19.361336,,,,-99.2789946,,,,Vasco de Quiroga,,yes,,391847337.0,,,,,,,,,,,,"""alt_name""=>""Av. Vasco de Quiroga"", ""sidewalk""=>""right"", ""official_name""=>""Avenida Vasco de Quiroga""",,,,,,,,,,,,2785049.263271452,820895.5494489159,36.0
,,,,,,,,,,,,,,,,,,secondary,,,0.0,,,19.361336,,,,-99.2789946,,,,Vasco de Quiroga,,yes,,25026504.0,,,,,,,,,,,,"""alt_name""=>""Av. Vasco de Quiroga"", ""sidewalk""=>""right"", ""official_name""=>""Avenida Vasco de Quiroga""",,,,,,,,,,,,2785049.263271452,820895.5494489159,36.0
,,,,,,,,,,,,,,,,,,secondary,,,1.0,,,19.3616342,,,,-99.2780054,,,,Vasco de Quiroga,,yes,,25026504.0,,,,,,,,,,,,"""alt_name""=>""Av. Vasco de Quiroga"", ""sidewalk""=>""right"", ""official_name""=>""Avenida Vasco de Quiroga""",,,,,,,,,,,,2785152.2535501313,820930.426108793,36.0
yes,,,,,,,,,,,,,,,,yes,,tertiary,,,0.0,,,19.3616342,,,,-99.2780054,,,,Mario Pani,,no,,42640038.0,,,,,,,,,,,asphalt,,,,,,,,,,,,,2785152.2535501313,820930.426108793,34.0
yes,,,,,,,,,,,,,,,,yes,,tertiary,,,1.0,,,19.3615121,,,,-99.2780584,,,,Mario Pani,,no,,42640038.0,,,,,,,,,,,asphalt,,,,,,,,,,,,,2785146.957789889,820916.8454118172,34.0
yes,,,,,,,,,,,,,,,,yes,,tertiary,,,2.0,,,19.3613259,,,,-99.2780412,,,,Mario Pani,,no,,42640038.0,,,,,,,,,,,asphalt,,,,,,,,,,,,,2785149.1494799694,820896.3300162547,34.0
yes,,,,,,,,,,,,,,,,yes,,tertiary,,,3.0,,,19.3610991,,,,-99.2781013,,,,Mario Pani,,no,,42640038.0,,,,,,,,,,,asphalt,,,,,,,,,,,,,2785143.329328966,820871.180188644,34.0
yes,,,,,,,,,,,,,,,,yes,,tertiary,,,4.0,,,19.3609372,,,,-99.2782129,,,,Mario Pani,,no,,42640038.0,,,,,,,,,,,asphalt,,,,,,,,,,,,,2785131.9787623277,820853.0905325916,34.0
yes,,,,,,,,,,,,,,,,yes,,tertiary,,,5.0,,,19.3607752,,,,-99.2783674,,,,Mario Pani,,no,,42640038.0,,,,,,,,,,,asphalt,,,,,,,,,,,,,2785116.134745781,820834.9045602017,34.0
yes,,,,,,,,,,,,,,,,yes,,tertiary,,,6.0,,,19.3605809,,,,-99.2784274,,,,Mario Pani,,no,,42640038.0,,,,,,,,,,,asphalt,,,,,,,,,,,,,2785110.2569146845,820813.3417299704,34.0
yes,,,,,,,,,,,,,,,,yes,,tertiary,,,7.0,,,19.360346,,,,-99.2783845,,,,Mario Pani,,no,,42640038.0,,,,,,,,,,,asphalt,,,,,,,,,,,,,2785115.2425667765,820787.5027126921,34.0
yes,,,,,,,,,,,,,,,,yes,,tertiary,,,8.0,,,19.3601193,,,,-99.2782214,,,,Mario Pani,,no,,42640038.0,,,,,,,,,,,asphalt,,,,,,,,,,,,,2785132.8016671096,820762.8076328669,34.0
yes,,,,,,,,,,,,,,,,yes,,tertiary,,,9.0,,,19.3598764,,,,-99.2779983,,,,Mario Pani,,no,,42640038.0,,,,,,,,,,,asphalt,,,,,,,,,,,,,2785156.6796006775,820736.4439780087,34.0
yes,,,,,,,,,,,,,,,,yes,,tertiary,,,10.0,,,19.359512,,,,-99.2776378,,,,Mario Pani,,no,,42640038.0,,,,,,,,,,,asphalt,,,,,,,,,,,,,2785195.2044870146,820696.9444382223,34.0
yes,,,,,,,,,,,,,,,,yes,,tertiary,,,11.0,,,19.3593014,,,,-99.2772859,,,,Mario Pani,,no,,42640038.0,,,,,,,,,,,asphalt,,,,,,,,,,,,,2785232.5064670322,820674.4017487178,34.0
yes,,,,,,,,,,,,,,,,yes,,tertiary,,,12.0,,,19.3591314,,,,-99.2769597,,,,Mario Pani,,no,,42640038.0,,,,,,,,,,,asphalt,,,,,,,,,,,,,2785267.0314535424,820656.2887771059,34.0
yes,,,,,,,,,,,,,,,,yes,,tertiary,,,13.0,,,19.3590666,,,,-99.2766593,,,,Mario Pani,,no,,42640038.0,,,,,,,,,,,asphalt,,,,,,,,,,,,,2785298.633536265,820649.7347765471,34.0
yes,,,,,,,,,,,,,,,,yes,,tertiary,,,14.0,,,19.3590423,,,,-99.2762559,,,,Mario Pani,,no,,42640038.0,,,,,,,,,,,asphalt,,,,,,,,,,,,,2785340.9397942014,820647.8554753306,34.0
yes,,,,,,,,,,,,,,,,yes,,tertiary,,,15.0,,,19.3590261,,,,-99.2759469,,,,Mario Pani,,no,,42640038.0,,,,,,,,,,,asphalt,,,,,,,,,,,,,2785373.3408751613,820646.6823972696,34.0
yes,,,,,,,,,,,,,,,,yes,,tertiary,,,16.0,,,19.3589937,,,,-99.2756551,,,,Mario Pani,,no,,42640038.0,,,,,,,,,,,asphalt,,,,,,,,,,,,,2785403.974263427,820643.6872759047,34.0
yes,,,,,,,,,,,,,,,,yes,,tertiary,,,17.0,,,19.3589213,,,,-99.275463,,,,Mario Pani,,no,,42640038.0,,,,,,,,,,,asphalt,,,,,,,,,,,,,2785424.248161374,820636.0792654202,34.0
yes,,,,,,,,,,,,,,,,yes,,tertiary,,,18.0,,,19.3588098,,,,-99.2752862,,,,Mario Pani,,no,,42640038.0,,,,,,,,,,,asphalt,,,,,,,,,,,,,2785443.001425404,820624.1256255722,34.0
yes,,,,,,,,,,,,,,,,yes,,tertiary,,,19.0,,,19.3588003,,,,-99.2751884,,,,Mario Pani,,no,,42640038.0,,,,,,,,,,,asphalt,,,,,,,,,,,,,2785453.2657136624,820623.2718257149,34.0
,,,,,,,,,,,,,,,,,,primary,,,18.0,,,19.3588003,,,,-99.2751884,,,,Prolongación Paseo de la Reforma,,yes,,25026479.0,,,,,,,,,,,,,,,,,,,,,,,,2785453.2657136624,820623.2718257149,37.0
,,,,,,,,,,,,,,,,,,primary,,,19.0,,,19.3581328,,,,-99.2763531,,,,Prolongación Paseo de la Reforma,,yes,,25026479.0,,,,,,,,,,,,,,,,,,,,,,,,2785332.6647286057,820547.286633436,37.0
,,,,,,,,,,,,,,,,,,primary,,,20.0,,,19.3580189,,,,-99.276565,,,,Prolongación Paseo de la Reforma,,yes,,25026479.0,,,,,,,,,,,,,,,,,,,,,,,,2785310.707218805,820534.294683052,37.0
,,,,,,,,,,,,,,,,,,primary,,,21.0,,,19.3579633,,,,-99.2767501,,,,Prolongación Paseo de la Reforma,,yes,,25026479.0,,,,,,,,,,,,,,,,,,,,,,,,2785291.434753168,820527.7902617323,37.0
,,,,,,,,,,,,,,,,,,primary,,,9.0,,,19.3579633,,,,-99.2767501,,,,J. Palacios Roji Lara,,yes,,25026561.0,,,,,,,,,,,,,,,,,,,,,,,,2785291.434753168,820527.7902617323,37.0
,,,,,,,,,,,,,,,,,,primary,,,10.0,,,19.3579054,,,,-99.2769826,,,,J. Palacios Roji Lara,,yes,,25026561.0,,,,,,,,,,,,,,,,,,,,,,,,2785267.20199615,820520.9377475238,37.0
,,,,,,,,,,,,,,,,,,primary,,,11.0,,,19.3577741,,,,-99.2772496,,,,J. Palacios Roji Lara,,yes,,25026561.0,,,,,,,,,,,,,,,,,,,,,,,,2785239.5091868252,820505.9159788341,37.0
,,,,,,,,,,,,,,,,,,primary,,,12.0,,,19.3576647,,,,-99.277375,,,,J. Palacios Roji Lara,,yes,,25026561.0,,,,,,,,,,,,,,,,,,,,,,,,2785226.6029001363,820493.5928198267,37.0
,,,,,,,,,,,,,,,,,,primary,,,13.0,,,19.3575175,,,,-99.2774967,,,,J. Palacios Roji Lara,,yes,,25026561.0,,,,,,,,,,,,,,,,,,,,,,,,2785214.1633646744,820477.1052884628,37.0
,,,,,,,,,,,,,,,,,,primary,,,0.0,,,19.3575175,,,,-99.2774967,,,,J. Palacios Roji Lara,,yes,,391847333.0,,,,,,,,,,,,,,,,,,,,,,,,2785214.1633646744,820477.1052884628,37.0
,,,,,,,,,,,,,,,,,,primary,,,1.0,,,19.35726,,,,-99.277559,,,,J. Palacios Roji Lara,,yes,,391847333.0,,,,,,,,,,,,,,,,,,,,,,,,2785208.1770095685,820448.5627914242,37.0
,,,,,,,,,,,,,,,,,,primary,,,2.0,,,19.3571467,,,,-99.2775481,,,,J. Palacios Roji Lara,,yes,,391847333.0,,,,,,,,,,,,,,,,,,,,,,,,2785209.5561659,820436.0802789957,37.0
,,,,,,,,,,,,,,,,,,primary,,,3.0,,,19.3569765,,,,-99.2775318,,,,J. Palacios Roji Lara,,yes,,391847333.0,,,,,,,,,,,,,,,,,,,,,,,,2785211.6201903457,820417.3288172248,37.0
,,,,,,,,,,,,,,,,,,primary,,,4.0,,,19.3568136,,,,-99.2774261,,,,J. Palacios Roji Lara,,yes,,391847333.0,,,,,,,,,,,,,,,,,,,,,,,,2785223.0335461465,820399.5607959674,37.0
,,,,,,,,,,,,,,,,,,,,,30.0,,,19.3568136,,,,-99.2774261,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785223.0335461465,820399.5607959674,0.0
,,,,,,,,,,,,,,,,,,,,,31.0,,,19.3566744,,,,-99.2773357,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785232.794595585,820384.3779686212,0.0
,,,,,,,,,,,,,,,,,,,,,32.0,,,19.3565773,,,,-99.2771722,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785250.124661072,820373.9868414095,0.0
,,,,,,,,,,,,,,,,,,,,,33.0,,,19.3565163,,,,-99.2769212,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785276.5447154595,820367.7539034373,0.0
,,,,,,,,,,,,,,,,,,,,,34.0,,,19.3565142,,,,-99.2767065,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785299.0389224626,820367.9492175586,0.0
,,,,,,,,,,,,,,,,,,,,,35.0,,,19.3565537,,,,-99.2765757,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785312.657419774,820372.5687816748,0.0
,,,,,,,,,,,,,,,,,,,,,36.0,,,19.3566049,,,,-99.2764474,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785325.9895102843,820378.4746383764,0.0
,,,,,,,,,,,,,,,,,,,,,37.0,,,19.3566195,,,,-99.2762726,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785344.2691769693,820380.4337137982,0.0
,,,,,,,,,,,,,,,,,,,,,38.0,,,19.3565664,,,,-99.2761492,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785357.3066184577,820374.81892649,0.0
,,,,,,,,,,,,,,,,,,,,,39.0,,,19.3564525,,,,-99.2760581,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785367.0881072045,820362.4297741784,0.0
,,,,,,,,,,,,,,,,,,,,,40.0,,,19.3563133,,,,-99.2760312,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785370.197698215,820347.1206829693,0.0
,,,,,,,,,,,,,,,,,,,,,41.0,,,19.3556528,,,,-99.2761332,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785360.897806456,820274.0225286292,0.0
,,,,,,,,,,,,,,,,,,,,,42.0,,,19.3554324,,,,-99.2761773,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785356.7403264036,820249.6106190336,0.0
,,,,,,,,,,,,,,,,,,,,,43.0,,,19.3554092,,,,-99.2759971,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785375.665045565,820247.4087296978,0.0
,,,,,,,,,,,,,,,,,,,,,44.0,,,19.3555541,,,,-99.2759642,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785378.8075706507,820263.465898699,0.0
,,,,,,,,,,,,,,,,,,,,,45.0,,,19.3558205,,,,-99.275808,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785394.611095915,820293.1776070605,0.0
,,,,,,,,,,,,,,,,,,,,,46.0,,,19.3558923,,,,-99.2757697,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785398.472502135,820301.1779339889,0.0
,,,,,,,,,,,,,,,,,,,,,47.0,,,19.3565366,,,,-99.2753684,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785439.1577942465,820373.083847239,0.0
,,,,,,,,,,,,,,,,,,,,,48.0,,,19.3568751,,,,-99.2751083,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785465.6933681564,820410.9595988616,0.0
,,,,,,,,,,,,,,,,,,,,,49.0,,,19.3570962,,,,-99.2748345,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785493.910095944,820435.9059792145,0.0
,,,,,,,,,,,,,,,,,,,,,50.0,,,19.3576396,,,,-99.2737958,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785601.573216498,820497.94553482,0.0
,,,,,,,,,,,,,,,,,,,,,51.0,,,19.3576869,,,,-99.2737054,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785610.9432826536,820503.3457475865,0.0
,,,,,,,,,,,,,,,,,,,,,52.0,,,19.357695,,,,-99.2735613,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785626.020612396,820504.526664868,0.0
,,,,,,,,,,,,,,,,,,,,,53.0,,,19.3576254,,,,-99.2734287,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785640.0563719543,820497.1094558946,0.0
,,,,,,,,,,,,,,,,,,,,,54.0,,,19.3576185,,,,-99.2733269,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785650.7343004798,820496.5507010004,0.0
,,,,,,,,,,,,,,,,,,,,,55.0,,,19.3576284,,,,-99.2732737,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785656.286172742,820497.749259078,0.0
,,,,,,,,,,,,,,,,,,,,,56.0,,,19.3576713,,,,-99.2731823,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785665.7702027285,820502.6658988512,0.0
,,,,,,,,,,,,,,,,,,,,,57.0,,,19.3577082,,,,-99.273139,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785670.228394375,820506.8245551015,0.0
,,,,,,,,,,,,,,,,,,,,,58.0,,,19.3577898,,,,-99.2730846,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785675.7554866606,820515.9385663546,0.0
,,,,,,,,,,,,,,,,,,,,,59.0,,,19.3578523,,,,-99.2730664,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785677.530749531,820522.8725308323,0.0
,,,,,,,,,,,,,,,,,,,,,60.0,,,19.3579333,,,,-99.2730683,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785677.1617348297,820531.8081802198,0.0
,,,,,,,,,,,,,,,,,,,,,61.0,,,19.3579485,,,,-99.2730686,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785677.0984104862,820533.4851059736,0.0
,,,,,,,,,,,,,,,,,,,,,62.0,,,19.3580517,,,,-99.2731121,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785672.3252607905,820544.7879588724,0.0
,,,,,,,,,,,,,,,,,,,,,63.0,,,19.3581276,,,,-99.2729632,,,,Ecobús Ruta 1 C. C. Santa Fe - Balderas,,,RTP,-5872326.0,,,,,GPS,,bus,,,,,"""to""=>""Metro Balderas"", ""from""=>""Centro Comercial Santa Fe"", ""colour""=>""green"", ""network""=>""Ecobús"", ""route_name""=>""Ecobús Ruta 1 C. C. Santa Fe - Balderas"", ""route_pref_color""=>""0"", ""public_transport:version""=>""2""",,,,,,,,,,,,2785687.763043827,820553.4611343729,0.0
